FULL NAME,GP,MPG,USG%,FT%,3P%,eFG%,PPG,RPG,APG,SPG,BPG,TO,VI,ORTG,DRTG
Jeff Teague,25,20.8,18.3,0.887,0.333,0.442,7.7,2.2,4,0.76,0.24,1.6,7.8,105.4,113.4
Coby White,65,25.8,24.4,0.791,0.354,0.478,13.2,3.6,2.7,0.75,0.09,1.68,7.8,100.2,108.3
Bogdan Bogdanovic,61,28.9,22.5,0.741,0.372,0.547,15.1,3.4,3.4,1.07,0.25,1.66,7.7,109.9,108.7
Bol Bol,6,14.5,21.2,0.8,0.444,0.571,6.7,3.2,1,0.33,1,1.67,7.7,101.6,100.8
Jaylen Brown,57,33.9,24.7,0.724,0.382,0.554,20.3,6.4,2.1,1.16,0.35,2.19,7.7,110.2,101.6
Nicolas Claxton,15,12.5,14.8,0.524,0.143,0.573,4.4,2.9,1.1,0.07,0.53,0.6,7.7,117.4,106.5
Drew Eubanks,22,12.4,15.8,0.769,1,0.649,4.9,3.9,0.7,0.23,0.77,0.95,7.7,119.5,101.3
Tacko Fall,7,4.6,24,0.333,0,0.786,3.3,2.1,0.1,0.29,0.57,0.43,7.7,114.7,77.2
Danilo Gallinari,62,29.6,24.6,0.893,0.405,0.547,18.7,5.2,1.9,0.68,0.08,1.23,7.7,119.7,107.6
Kevin Hervey,10,5.2,22.8,0,0.15,0.315,1.7,1.2,0.5,0.1,0.1,0,7.7,78,102.5
Alize Johnson,17,6.9,15.1,0.7,0.375,0.466,2,2.9,0.4,0.18,0.12,0.41,7.7,108.2,97.1
Theo Pinson,33,11.1,22.3,0.938,0.188,0.339,3.6,1.6,1.7,0.52,0.12,1,7.7,80.4,102.2
Daniel Theis,65,24.1,14.4,0.763,0.333,0.603,9.2,6.5,1.7,0.57,1.29,0.83,7.7,129.3,95.5
Jordan Bell,27,8.7,15.9,0.586,0.222,0.55,3.1,2.9,0.5,0.07,0.37,0.67,7.6,108,108.4
Jordan Clarkson,29,23,25.9,0.884,0.371,0.532,14.6,2.4,2.4,0.59,0.28,1.34,7.6,116,114.9
Jae Crowder,45,29.4,15.6,0.789,0.293,0.466,9.9,6.2,2.8,1.04,0.31,1.2,7.6,105.2,106.7
Damion Lee,49,29,19,0.873,0.356,0.5,12.7,4.9,2.7,1.02,0.12,1.37,7.6,108,108.4
Josh Magette,8,4.7,23.8,0.5,0.25,0.367,1.5,0.8,0.6,0.38,0.13,0.63,7.6,71.2,98.8
Jeremy Pargo,3,14.8,25.5,0,0.429,0.568,8.3,1,2.7,0.33,0,1.33,7.6,103,101.2
Denzel Valentine,36,13.6,23.3,0.75,0.336,0.506,6.8,2.1,1.2,0.72,0.17,0.72,7.6,100.3,102.5
Paul Watson,8,8.7,15.9,0.778,0.444,0.632,3.9,1.9,0.6,0.38,0.13,0.38,7.6,127,101.4
D.J. Augustin,57,24.9,19.1,0.89,0.348,0.475,10.5,2.1,4.6,0.58,0.02,1.51,7.5,113.9,110
Mo Bamba,62,14.2,17.1,0.674,0.346,0.526,5.4,4.9,0.7,0.37,1.37,0.68,7.5,110.1,96.7
RJ Barrett,56,30.4,24,0.614,0.32,0.445,14.3,5,2.6,0.95,0.3,2.21,7.5,94.9,109.3
Clint Capela,39,32.8,16.1,0.529,0,0.629,13.9,13.8,1.2,0.87,1.79,1.62,7.5,123.4,101.9
Bruno Fernando,56,12.7,15.3,0.569,0.135,0.53,4.3,3.5,0.9,0.32,0.3,0.75,7.5,107,102.4
Tim Frazier,27,13.1,17.3,0.792,0.333,0.415,3.6,1.2,3.4,0.52,0.11,1.33,7.5,99.6,104.8
Ersan Ilyasova,63,15.7,16.1,0.828,0.365,0.546,6.6,4.8,0.8,0.37,0.27,0.54,7.5,118.7,94.6
Jordan McLaughlin,30,19.7,15.8,0.667,0.382,0.57,7.6,1.6,4.2,1.13,0.13,1.03,7.5,121.5,111.3
Shake Milton,40,20.1,18.8,0.785,0.43,0.588,9.4,2.2,2.6,0.48,0.18,1.18,7.5,117.6,102.5
Malik Monk,55,21.3,22.9,0.82,0.284,0.494,10.3,2.9,2.1,0.45,0.29,1.4,7.5,102.7,110.4
Justin Patton,5,4.8,21.8,0,0.25,0.45,1.8,1,0.4,0,0,0.4,7.5,85.6,95.6
D.J. Wilson,37,9.8,18.1,0.611,0.247,0.462,3.6,2.5,0.7,0.08,0.14,0.51,7.5,94.1,96.7
Dragan Bender,7,13,12.4,0.667,0.444,0.571,3.7,2.9,1.3,0,0.71,0.71,7.4,104.8,88.3
Trey Burke,8,23.9,21.4,0.909,0.432,0.524,12,1.9,3.8,1.13,0.13,1.13,7.4,114.6,108.8
Luke Kennard,28,32.9,19.8,0.893,0.399,0.548,15.8,3.5,4.1,0.43,0.21,1.54,7.4,117.5,110.8
Dzanan Musa,40,12.2,20.1,0.75,0.244,0.427,4.8,2.2,1.1,0.38,0.03,0.9,7.4,95.8,106.5
Eric Paschall,60,27.6,21.4,0.774,0.287,0.525,14,4.6,2.1,0.53,0.22,1.57,7.4,110,110.8
Isaiah Thomas,40,23.1,24.1,0.816,0.413,0.5,12.2,1.7,3.7,0.33,0.15,1.9,7.4,102.8,113.7
Jordan Bell,2,10.7,21.2,1,0.667,0.571,5,1.5,1,0.5,0,1.5,7.3,102.8,106.7
Tony Bradley,58,11.4,15.8,0.652,1,0.675,4.9,4.6,0.4,0.24,0.57,0.52,7.3,134.7,91.9
Willie Cauley-Stein,41,22.9,14.4,0.614,0,0.56,7.9,6.2,1.5,1.12,1.22,0.85,7.3,114.3,103.2
Chris Chiozza,10,12.3,14.6,0,0.438,0.397,2.7,1.5,2.8,1,0.2,0.9,7.3,91,106.5
Cheick Diallo,47,10.2,17,0.872,0.333,0.651,4.7,2.8,0.5,0.23,0.26,0.68,7.3,119,101.2
John Henson,11,17.1,16.6,0.462,0.4,0.686,6.9,4.4,1,0.73,0.91,1.36,7.3,111.5,101
Kevin Huerter,56,31.4,17.1,0.828,0.38,0.517,12.2,4.1,3.8,0.91,0.48,1.55,7.3,107.4,112
Markieff Morris,44,22.5,21.8,0.772,0.397,0.546,11,3.9,1.6,0.59,0.23,1.59,7.3,104.4,104.7
Elie Okobo,55,13.1,14.8,0.704,0.352,0.467,4,1.6,2.1,0.45,0.07,0.69,7.3,108.5,107.4
Kadeem Allen,10,11.7,20.6,0.636,0.313,0.489,5,0.9,2.1,0.5,0.2,0.8,7.2,106,111.9
Jarrell Brantley,9,10.7,16.3,0.5,0.231,0.411,2.7,2.2,1.2,0.33,0.56,0.78,7.2,84.9,103.4
Gorgui Dieng,17,18.7,15.9,0.738,0.25,0.529,7.2,5.8,0.9,0.82,1,0.94,7.2,111.8,99.1
Kris Dunn,51,24.9,14.6,0.741,0.259,0.487,7.3,3.7,3.4,1.96,0.35,1.33,7.2,104.4,98.8
Josh Hart,65,27,15.3,0.739,0.342,0.537,10.1,6.6,1.7,0.97,0.35,1.15,7.2,110,104.4
Tyler Herro,55,27.4,22.2,0.87,0.389,0.52,13.5,4.1,2.2,0.62,0.16,1.58,7.2,102.9,108.3
Ty Jerome,31,10.6,17.9,0.75,0.28,0.398,3.3,1.5,1.4,0.48,0.1,0.58,7.2,91.7,104.9
Ian Mahinmi,38,21.3,15.7,0.619,0.192,0.505,7.4,5.8,1.3,0.82,1.16,1.18,7.2,109.6,102.9
Terance Mann,41,8.8,12.6,0.667,0.35,0.513,2.4,1.3,1.3,0.27,0.12,0.44,7.2,113.3,98.3
Caleb Swanigan,7,3.3,20.7,0.5,0,0.5,0.7,1,0.3,0.14,0.29,0.86,7.2,,
Allonzo Trier,24,12.1,21.6,0.791,0.358,0.571,6.5,1.3,1.2,0.13,0.17,0.96,7.2,113.9,108.9
Evan Turner,19,13.2,16.4,0.857,0,0.373,3.3,2,2,0.47,0.42,1.37,7.2,83.7,111.2
Thaddeus Young,64,24.9,19.7,0.583,0.354,0.512,10.3,4.9,1.8,1.44,0.36,1.59,7.2,100.7,104.4
Malik Beasley,14,33.1,23.8,0.75,0.426,0.577,20.7,5.1,1.9,0.64,0.14,1.57,7.1,110.9,111.4
Sterling Brown,52,14.7,17,0.8,0.324,0.457,5.1,3.5,1,0.56,0.13,0.81,7.1,96.3,97.5
Pat Connaughton,67,18.6,12.3,0.775,0.331,0.547,5.4,4.2,1.6,0.36,0.48,0.76,7.1,113.4,100.5
Jaxson Hayes,64,16.9,15,0.647,0.25,0.671,7.4,4.1,0.9,0.41,0.88,0.83,7.1,129.3,100.4
Dwight Howard,69,18.9,14.7,0.514,0.6,0.735,7.5,7.3,0.7,0.46,1.14,1.23,7.1,123.5,90
Jordan McRae,4,8.1,10.5,0.75,0.5,0.5,2.3,1.3,1,0.5,0.25,0,7.1,143.3,106.8
Gary Payton II,29,14.9,13.4,0.5,0.283,0.47,3.9,2.8,1.7,1.14,0.24,0.69,7.1,102.6,103.9
Kevin Porter Jr.,50,23.2,20.6,0.723,0.335,0.505,10,3.2,2.2,0.92,0.28,1.86,7.1,99.6,105.5
Otto Porter Jr.,14,23.6,21,0.704,0.387,0.529,11.9,3.4,1.8,1.07,0.43,0.79,7.1,112.6,105
Collin Sexton,65,33,27.2,0.846,0.38,0.517,20.8,3.2,3,1.02,0.11,2.43,7.1,108.5,112.9
Omari Spellman,49,18.1,18.7,0.793,0.391,0.503,7.6,4.4,1,0.67,0.49,1.08,7.1,106.9,109
Sindarius Thornwell,2,17.8,17,0.5,0.5,0.636,8,2,2,0.5,0.5,1,7.1,115.2,111
Kostas Antetokounmpo,5,4,10.2,0.5,0,1,1.4,0.6,0.4,0,0,0.2,7,151,104.6
Kent Bazemore,25,23.1,20.4,0.733,0.384,0.486,10.3,4.9,1.3,1.16,0.36,1.24,7,102.9,99.2
Bismack Biyombo,53,19.4,16.8,0.603,0,0.543,7.4,5.8,0.9,0.19,0.92,0.91,7,115.5,103.3
Ryan Broekhoff,17,10.6,16.2,0.875,0.392,0.542,4.2,2.5,0.6,0.29,0.24,0.35,7,113.7,104
Jae Crowder,20,27.7,15.3,0.733,0.445,0.655,11.9,5.4,1.8,1.25,0.5,0.75,7,126.7,99.8
Rui Hachimura,48,30.1,19,0.829,0.287,0.489,13.5,6.1,1.8,0.77,0.17,1.1,7,110,111.8
Alex Len,15,15,16.5,0.708,0.667,0.61,5.9,6.1,0.5,0.2,1,1.07,7,118.2,97.1
Lauri Markkanen,50,29.8,21.1,0.824,0.344,0.517,14.7,6.3,1.5,0.84,0.48,1.62,7,107.9,107.5
Jordan McRae,4,24.6,25.6,0.727,0.188,0.36,11.8,3.8,1.8,0,0,1.25,7,92.3,106.7
Nicolo Melli,60,17.4,15.7,0.74,0.335,0.528,6.6,3,1.4,0.57,0.38,0.77,7,110.6,103.5
Monte Morris,73,22.4,17.5,0.843,0.378,0.517,9,1.9,3.5,0.75,0.23,0.74,7,117.4,112.3
Mike Muscala,47,12.2,16.6,0.818,0.378,0.55,4.8,2.3,0.9,0.19,0.26,0.36,7,114,101.5
Raul Neto,54,12.4,18.6,0.83,0.386,0.534,5.1,1.1,1.8,0.44,0.11,0.87,7,108.8,106.4
Kendrick Nunn,67,29.3,24,0.85,0.35,0.514,15.3,2.7,3.3,0.84,0.22,1.7,7,103.3,106.4
Taurean Prince,64,29,20.4,0.798,0.339,0.475,12.1,6,1.8,0.89,0.39,1.98,7,93.5,102.7
Chris Boucher,62,13.2,19.8,0.784,0.322,0.535,6.6,4.5,0.4,0.37,1,0.45,6.9,123.1,92.4
Vlatko Cancar,14,3.2,18.9,1,0.167,0.433,1.2,0.7,0.2,0.07,0.07,0.21,6.9,,
DeMarre Carroll,9,17.2,14.4,0.773,0.25,0.5,6,2.7,1.6,0.67,0.33,0.78,6.9,117.2,106.2
Wendell Carter Jr.,43,29.2,16.4,0.737,0.207,0.542,11.3,9.4,1.2,0.77,0.84,1.67,6.9,114.9,99.1
Chris Clemons,33,8.8,23.6,0.909,0.346,0.532,4.9,0.9,0.8,0.24,0.15,0.58,6.9,104.4,106.5
Yogi Ferrell,50,10.6,19.2,0.857,0.304,0.484,4.4,1,1.4,0.36,0.08,0.56,6.9,107.3,109.9
Jeff Green,18,22.6,17.9,0.857,0.354,0.658,12.2,2.9,1.7,0.83,0.5,0.83,6.9,130.4,104
Solomon Hill,48,18.8,13.3,0.684,0.384,0.534,5.7,3,2,0.65,0.15,0.83,6.9,109,106.3
Aaron Holiday,66,24.5,18.7,0.851,0.394,0.491,9.5,2.3,3.4,0.85,0.24,1.32,6.9,104.3,105.8
Andre Iguodala,21,19.9,12.8,0.4,0.298,0.511,4.6,3.7,2.4,0.67,1,1.29,6.9,100.3,103.6
James Johnson,18,15.6,16.9,0.571,0.356,0.54,5.7,2.9,1.2,0.33,0.72,0.83,6.9,102.6,100
Jeremy Lamb,46,28.1,19.6,0.836,0.335,0.506,12.5,4.3,2.1,1.17,0.48,1.09,6.9,107.7,103
Nerlens Noel,61,18.5,14.9,0.755,0.333,0.686,7.4,4.9,0.9,0.97,1.49,1.08,6.9,127.4,93.7
Marvin Bagley III,13,25.7,25.8,0.806,0.182,0.479,14.2,7.5,0.8,0.46,0.92,1.38,6.8,102,101
Ky Bowman,45,22.6,17.2,0.829,0.308,0.469,7.4,2.7,2.9,1,0.22,1.56,6.8,96,107.2
Evan Fournier,66,31.4,24,0.818,0.399,0.56,18.5,2.6,3.2,1.08,0.23,1.88,6.8,112.2,106.3
Marko Guduric,44,11,17.6,0.923,0.301,0.475,3.9,1.7,1,0.27,0.18,0.82,6.8,96.3,108.4
Juancho Hernangomez,14,29.4,17,0.609,0.42,0.558,12.9,7.3,1.3,1,0.29,0.93,6.8,114.6,106
Jaren Jackson Jr.,57,28.5,24,0.747,0.394,0.565,17.4,4.6,1.4,0.68,1.61,1.74,6.8,109.3,100.2
Keldon Johnson,17,17.7,17.4,0.795,0.591,0.669,9.1,3.4,0.9,0.82,0.12,0.76,6.8,130.9,105.5
Rodions Kurucs,47,14.5,14.7,0.632,0.367,0.54,4.6,2.9,1.1,0.53,0.11,0.98,6.8,100.5,97.8
Kevon Looney,20,13.1,15.9,0.75,0.071,0.373,3.4,3.3,1,0.6,0.3,0.65,6.8,93,102.5
Trey Lyles,63,20.2,13.6,0.733,0.387,0.541,6.4,5.7,1.1,0.44,0.44,0.62,6.8,113.1,107
Cody Martin,48,18.8,13.6,0.646,0.234,0.473,5,3.3,2,0.81,0.19,0.92,6.8,104.7,105.9
P.J. Washington,58,30.3,18.6,0.652,0.374,0.528,12.2,5.4,2.1,0.9,0.78,1.6,6.8,104.9,105.9
Davis Bertans,54,29.3,19,0.852,0.424,0.598,15.4,4.5,1.7,0.69,0.61,1.09,6.7,119.8,110.7
Bojan Bogdanovic,63,33.1,25.5,0.903,0.414,0.548,20.2,4.1,2.1,0.54,0.11,2.54,6.7,110.5,108.8
Dillon Brooks,73,28.9,25.2,0.808,0.357,0.477,16.2,3.3,2.1,0.86,0.37,1.7,6.7,100.2,102.5
Jordan Clarkson,42,24.7,26.7,0.785,0.366,0.547,15.6,2.8,1.6,0.69,0.19,1.38,6.7,108.3,106.4
Tyler Cook,11,3.2,16.7,0.833,0,0.7,1.7,0.9,0.1,0.09,0,0.09,6.7,,
Taj Gibson,62,16.5,14.8,0.732,0.286,0.591,6.1,4.3,0.8,0.44,0.48,0.74,6.7,119.8,103.7
Jonathan Isaac,34,28.8,18.3,0.779,0.34,0.518,11.9,6.8,1.4,1.56,2.29,1.44,6.7,106.8,101.5
Kyle Kuzma,61,25,22.8,0.735,0.316,0.5,12.8,4.5,1.3,0.46,0.43,1.49,6.7,102.2,102.7
Juan Toscano-Anderson,13,20.9,12.7,0.6,0.348,0.524,5.3,4,2,1,0.38,1.23,6.7,98.5,104.2
Brad Wanamaker,71,19.3,15.5,0.926,0.363,0.499,6.9,2,2.5,0.85,0.21,1.07,6.7,115.2,101.9
Tremont Waters,11,10.8,24.3,1,0.167,0.327,3.6,1.1,1.5,0.91,0.18,1.36,6.7,73.4,97.6
Miles Bridges,65,30.7,20,0.809,0.33,0.489,13,5.6,1.8,0.62,0.74,1.45,6.6,103.3,109.4
DeMarre Carroll,15,9,15.3,0.6,0.231,0.362,2.2,2.1,0.7,0.13,0.13,0.67,6.6,88.2,101.1
Quinn Cook,44,11.5,21.1,0.786,0.365,0.495,5.1,1.2,1.1,0.27,0.05,0.75,6.6,98.4,107.3
Joe Harris,69,30.8,18.3,0.719,0.424,0.596,14.5,4.3,2.1,0.59,0.25,1.52,6.6,113.1,106.4
Jaylen Hoard,13,7.9,17.2,0.615,0,0.469,2.9,2.5,0.3,0.38,0,0.31,6.6,112,104.1
Richaun Holmes,44,28.2,15.7,0.788,0,0.646,12.3,8.1,1,0.93,1.27,1.18,6.6,130.6,99.6
TJ Leaf,28,7.9,20,0.438,0.278,0.448,3,2.5,0.3,0.36,0.14,0.29,6.6,97.9,98.3
E'Twaun Moore,56,18.2,19.9,0.689,0.377,0.498,8.3,2.3,1.4,0.57,0.2,0.71,6.6,103.7,108.9
Marcus Morris Sr.,43,32.3,24.4,0.823,0.439,0.533,19.6,5.4,1.4,0.77,0.4,1.7,6.6,113.4,107.5
Frank Ntilikina,57,20.8,15.4,0.864,0.321,0.459,6.3,2.1,3,0.95,0.28,1.25,6.6,102.6,104.4
Kelly Oubre Jr.,56,34.5,22.4,0.78,0.352,0.517,18.7,6.5,1.5,1.25,0.71,1.48,6.6,108.8,103.5
Norman Powell,52,28.4,21.4,0.843,0.399,0.588,16,3.6,1.8,1.15,0.4,1.5,6.6,115.4,102.2
Jerome Robinson,21,24,17.7,0.763,0.349,0.483,9.4,3.3,2,0.71,0.43,1.1,6.6,102.4,107.9
Marial Shayok,4,7,25.9,0.75,0.333,0.333,2.8,1.8,0.3,0,0.25,0.75,6.6,75,97.8
Edmond Sumner,31,14.4,17.3,0.552,0.264,0.479,4.9,1.5,1.8,0.48,0.29,0.68,6.6,101,103.3
Bruno Caboclo,22,8.7,16.8,0.667,0.16,0.435,2.8,2,0.5,0.45,0.55,0.32,6.5,96.6,100.6
Matthew Dellavedova,57,14.4,13,0.865,0.231,0.414,3.1,1.3,3.2,0.37,0.04,1.04,6.5,103.2,110
Louis King,10,6.2,17.1,0,0.364,0.476,2,1,0.5,0.2,0,0.2,6.5,93.4,98.5
Brook Lopez,68,26.7,18.3,0.836,0.314,0.511,12,4.6,1.5,0.68,2.4,1.03,6.5,108.9,97.6
Thon Maker,60,12.9,16.1,0.664,0.344,0.539,4.7,2.8,0.7,0.42,0.65,0.75,6.5,111.3,101.6
Jaylen Nowell,15,10.1,17.3,0.941,0.115,0.387,3.8,0.9,1.3,0.2,0,0.2,6.5,109.7,111.6
Dwight Powell,40,26.5,12.7,0.667,0.256,0.659,9.4,5.7,1.5,0.88,0.53,0.93,6.5,132.3,104.1
Josh Richardson,55,30.8,20.6,0.809,0.341,0.496,13.7,3.2,2.9,0.95,0.65,1.89,6.5,103.8,106
Justin Robinson,9,5.4,12.8,0,0.6,0.542,1.4,0.6,0.8,0,0.11,0.33,6.5,104.9,118.5
Carmelo Anthony,58,32.8,21.2,0.845,0.385,0.485,15.4,6.3,1.5,0.84,0.47,1.72,6.4,103.2,109
Chandler Hutchison,28,18.8,19.1,0.59,0.316,0.491,7.8,3.9,0.9,0.96,0.25,0.96,6.4,101.2,103.3
Cory Joseph,72,24.4,12.9,0.857,0.352,0.483,6.4,2.6,3.5,0.74,0.29,1.11,6.4,110.1,109.6
Mfiondu Kabengele,12,5.4,23.5,1,0.45,0.578,3.5,0.9,0.2,0.17,0.17,0.17,6.4,118.7,96
Meyers Leonard,51,20.3,12.1,0.643,0.414,0.622,6.1,5.1,1.1,0.27,0.29,0.76,6.4,114,100.7
JaVale McGee,68,16.6,14.8,0.646,0.5,0.642,6.6,5.8,0.5,0.53,1.37,0.81,6.4,123,93.2
JJ Redick,60,26.4,20.4,0.892,0.453,0.596,15.3,2.5,2,0.33,0.18,1.25,6.4,121.9,112.1
Garrett Temple,62,27.9,16.6,0.805,0.329,0.486,10.3,3.5,2.5,0.79,0.47,1,6.4,105.8,107.2
Dion Waiters,7,23.6,23.7,0.875,0.233,0.473,11.9,1.9,2.4,0.57,0.57,1.86,6.4,99.3,102.9
Nigel Williams-Goss,10,5,17.4,1,0.286,0.375,1.4,0.6,0.6,0.3,0.1,0.3,6.4,92.2,99.3
Grayson Allen,38,18.9,17.6,0.867,0.404,0.58,8.7,2.2,1.4,0.32,0.05,0.87,6.3,113.6,108.9
Justin Anderson,10,10.7,17.1,0.5,0.207,0.342,2.8,2.1,0.8,0,0.6,0.4,6.3,77.7,100.4
Nicolas Batum,22,23,9.4,0.9,0.286,0.432,3.6,4.5,3,0.77,0.36,1,6.3,106,106.6
DeAndre' Bembry,43,21.3,14,0.542,0.231,0.489,5.8,3.5,1.9,1.28,0.44,1.4,6.3,94.9,108.2
Robert Covington,22,33,15.4,0.8,0.315,0.509,11.6,8,1.5,1.5,2.23,1.36,6.3,104.4,101.2
Jarrett Culver,63,23.9,19.2,0.462,0.299,0.462,9.2,3.4,1.7,0.89,0.62,1.3,6.3,94.5,108.7
Tim Hardaway Jr.,71,29.5,21.1,0.819,0.398,0.55,15.8,3.3,1.9,0.61,0.07,0.97,6.3,115.4,110
Justin James,35,6.6,18.7,0.476,0.31,0.47,2.5,0.9,0.5,0.17,0.26,0.2,6.3,100.6,109.3
Michael Kidd-Gilchrist,12,13.3,17.6,0.778,0.294,0.387,4,2.9,0.8,0,0.25,0.58,6.3,91.5,104.6
Patrick Patterson,59,13.2,14.7,0.814,0.39,0.552,4.9,2.6,0.7,0.12,0.05,0.36,6.3,118.9,104.9
Jordan Poole,57,22.3,21,0.798,0.279,0.406,8.8,2.1,2.4,0.6,0.18,1.26,6.3,91.8,111.4
Ante Zizic,22,10,17.5,0.737,0,0.569,4.4,3,0.3,0.32,0.23,0.45,6.3,115,102.9
Harrison Barnes,72,34.5,17.4,0.801,0.381,0.525,14.5,4.9,2.2,0.6,0.17,1.22,6.2,115.7,114
Goga Bitadze,54,8.7,17.8,0.727,0.19,0.493,3.2,1.9,0.4,0.19,0.69,0.5,6.2,99.1,96.6
Moses Brown,9,3.7,21.3,0.375,0,0.4,1.2,1.6,0.1,0.11,0.11,0.33,6.2,,
Gary Clark,18,11.8,12.5,0.857,0.353,0.542,3.9,2.2,0.7,0.11,0.39,0.11,6.2,125.4,105.1
Seth Curry,64,24.6,18.4,0.825,0.452,0.621,12.4,2.3,1.9,0.59,0.14,0.97,6.2,122.9,109.2
Dewayne Dedmon,10,23.3,17.4,0.875,0.222,0.44,8.1,8.2,0.7,1,1.5,1,6.2,93.8,95.8
James Ennis III,49,15.8,15.7,0.787,0.349,0.524,5.8,3.1,0.8,0.45,0.31,0.61,6.2,113.7,101.7
Dante Exum,24,16.8,14.4,0.732,0.351,0.547,5.6,2.3,1.4,0.46,0.25,0.88,6.2,112.6,110.9
JaMychal Green,63,20.7,13.7,0.75,0.387,0.56,6.8,6.2,0.8,0.46,0.38,0.86,6.2,111.6,94.9
Kyle Korver,58,16.6,15.5,0.854,0.418,0.599,6.7,2.1,1.2,0.43,0.21,0.84,6.2,112.2,99.2
Josh Okogie,62,25,15.1,0.796,0.266,0.479,8.6,4.3,1.6,1.1,0.42,1.39,6.2,108.5,107.1
Cedi Osman,65,29.4,16.6,0.67,0.383,0.538,11,3.6,2.4,0.83,0.25,1.4,6.2,107.7,110.3
Myles Turner,62,29.4,17.9,0.751,0.344,0.53,12.1,6.6,1.2,0.74,2.13,1.37,6.2,107.7,101.5
Lonnie Walker IV,61,16.2,18.8,0.726,0.406,0.482,6.4,2.3,1.1,0.52,0.23,0.74,6.2,99.3,108.9
Johnathan Williams,15,12,10.3,0.538,0,0.559,3,4.3,0.5,0.07,0.53,0.33,6.2,125.3,109.1
Ryan Arcidiacono,58,16,12.5,0.711,0.391,0.532,4.5,1.9,1.7,0.47,0.05,0.64,6.1,111.4,105.3
Dwayne Bacon,39,17.6,19.5,0.66,0.284,0.387,5.7,2.6,1.3,0.59,0.05,0.95,6.1,86.5,107.9
Zach Collins,11,26.4,12.5,0.75,0.368,0.522,7,6.3,1.5,0.45,0.45,1.27,6.1,109.8,105.8
Robert Covington,48,29.4,17.8,0.798,0.346,0.544,12.8,6,1.2,1.67,0.94,1.52,6.1,105.9,103.2
Henry Ellenson,5,3,19.4,0,0,0.143,0.4,1.2,0.2,0,0,0,6.1,,
Javonte Green,48,9.7,15.3,0.667,0.273,0.536,3.4,1.9,0.5,0.5,0.17,0.48,6.1,109.6,100.2
Kyle Guy,3,3.2,22.6,0,0,0.4,1.3,0.3,0.3,0,0,0,6.1,,
Frank Jackson,59,13.5,21.2,0.747,0.326,0.476,6.3,1.4,1,0.29,0.07,0.83,6.1,99.6,108.1
Maxi Kleber,74,25.5,13.9,0.849,0.373,0.577,9.1,5.3,1.2,0.34,1.14,0.78,6.1,121.8,105.5
Brandon Knight,16,15.1,19.1,0.308,0.297,0.436,4.9,1.3,1.9,0.31,0.13,1,6.1,89.7,111.6
