Player,PER,TS%,USG%,OWS,DWS,WS,OBPM,DBPM,BPM,VORP
Wes Iwundu,10.3,0.544,13.7,0.8,0.8,1.7,-2.7,0,-2.6,-0.2
Frank Jackson,9.1,0.51,21.2,-0.2,0.3,0.2,-3.3,-2.2,-5.5,-0.7
Jaren Jackson Jr.,16.3,0.593,24,1.6,1.8,3.5,0.3,0.1,0.4,1
Josh Jackson,14.1,0.547,22.8,0.1,0.5,0.5,-1,1.1,0.1,0.2
Justin Jackson,9.5,0.496,15.4,0.6,0.6,1.2,-2.1,-1.3,-3.4,-0.4
Reggie Jackson,13.7,0.529,23.1,0.6,0.5,1.1,0.9,-1.2,-0.3,0.3
Justin James,11,0.477,18.9,-0.1,0.2,0.1,-1.4,0,-1.4,0
LeBron James,25.5,0.577,31.5,6.2,3.6,9.8,6.6,1.8,8.4,6.1
Amile Jefferson,8.9,0.372,13.5,0,0.1,0,-4.8,-1,-5.8,-0.1
DaQuan Jeffries,11.2,0.586,13.7,0.2,0.1,0.3,-2.8,-1.1,-3.8,-0.1
Ty Jerome,7.9,0.425,17.9,-0.3,0.3,0,-3.9,0.1,-3.7,-0.1
Alize Johnson,13.3,0.509,15,0.1,0.2,0.3,-1.8,0.2,-1.6,0
B.J. Johnson,5.4,0.412,22.1,-0.2,0.1,-0.1,-5.8,-3.2,-9,-0.1
Cameron Johnson,12.9,0.586,15.7,1.7,1,2.7,0.8,-0.4,0.3,0.7
James Johnson,14.8,0.572,19.4,0.3,0.8,1.1,-1.1,1.2,0,0.3
Keldon Johnson,19.1,0.711,17.4,0.8,0.2,1.1,1.5,0,1.5,0.3
Stanley Johnson,9.9,0.454,23.1,-0.3,0.3,0,-3.9,1.4,-2.5,0
Tyler Johnson,10.1,0.504,18,0.3,0.5,0.7,-2,-0.9,-2.9,-0.2
Nikola Jokić,24.9,0.605,26.6,6.7,3.1,9.8,5.5,2,7.4,5.5
Damian Jones,15.6,0.712,11.4,2.2,0.6,2.8,-1.6,0.1,-1.5,0.1
Derrick Jones Jr.,14.9,0.62,13.9,2.6,1.8,4.4,-0.3,1.1,0.7,1
Tyus Jones,15.7,0.532,17.2,1.9,1.1,3,0.4,0.2,0.6,0.8
DeAndre Jordan,19.9,0.682,14.1,3,2.2,5.2,1.2,1.8,3,1.5
Cory Joseph,10.1,0.517,12.9,1.2,1.1,2.3,-2.1,0.1,-2,0
Mfiondu Kabengele,18.2,0.614,23.7,0.1,0.1,0.2,2.3,-0.1,2.2,0.1
Frank Kaminsky,14.2,0.545,21,0.7,0.7,1.4,-0.1,-0.4,-0.5,0.3
Luke Kennard,14.4,0.589,19.8,1.6,0.3,1.9,1.1,-1.4,-0.3,0.4
Stanton Kidd,-13.7,0,14.6,-0.1,0,-0.1,-16.2,-1.4,-17.6,-0.1
Michael Kidd-Gilchrist,4.2,0.416,13.7,-0.4,0.2,-0.2,-6.3,-1.1,-7.4,-0.4
Louis King,6.2,0.448,17.1,-0.1,0,0,-5.1,-1.1,-6.2,-0.1
Maxi Kleber,13.6,0.605,13.9,3.2,1.7,4.8,0.4,0,0.4,1.1
Brandon Knight,8.5,0.503,20.6,-0.2,0.1,-0.1,-1.8,-2.6,-4.4,-0.3
Kevin Knox,8.3,0.47,17.8,-0.5,0.7,0.2,-3.1,-1.1,-4.2,-0.7
John Konchar,18,0.713,10.3,0.5,0.2,0.7,2.5,2,4.5,0.3
Furkan Korkmaz,12,0.579,18.4,1.4,1.4,2.8,-0.4,-1,-1.3,0.3
Luke Kornet,12.7,0.539,16.3,0.5,0.6,1.1,-0.9,-0.2,-1.2,0.1
Kyle Korver,11.3,0.62,15.4,0.9,1.5,2.5,-0.6,0.7,0.1,0.5
Rodions Kurucs,8.9,0.555,14.7,-0.1,0.8,0.8,-3.6,0.9,-2.8,-0.1
Kyle Kuzma,12.2,0.531,22.9,0.1,1.9,2,-1.6,-1,-2.6,-0.2
Skal Labissière,15.4,0.588,14.3,1,0.4,1.4,-1.5,0.2,-1.3,0.1
Jeremy Lamb,14,0.547,19.6,0.9,1.8,2.7,-1.1,0.8,-0.4,0.5
Romeo Langford,5.4,0.434,11.8,-0.2,0.4,0.2,-4.7,-0.3,-4.9,-0.3
Zach LaVine,19.4,0.568,31.7,1.8,2.2,4,3.3,-0.8,2.5,2.4
Vic Law,3.7,0.363,15.8,-0.1,0.1,-0.1,-7,-2.6,-9.6,-0.1
Jake Layman,10.3,0.544,17.7,0,0.3,0.3,-2.8,-0.9,-3.7,-0.2
T.J. Leaf,12.9,0.451,20,-0.1,0.4,0.3,-2.5,0.1,-2.4,0
Jalen Lecque,2.7,0.46,17.1,0,0,0,-6.6,-2.9,-9.5,-0.1
Courtney Lee,10.8,0.629,11.9,0.3,0.3,0.7,-2.1,1.5,-0.6,0.1
Damion Lee,12.7,0.548,19,0.9,0.8,1.7,-1.5,-0.8,-2.3,-0.1
Alex Len,17.7,0.6,18.1,1.5,1,2.5,-0.5,-0.3,-0.7,0.3
Kawhi Leonard,26.9,0.589,33,5.4,3.3,8.7,6.5,2.4,8.9,5.1
Meyers Leonard,10.6,0.627,12.2,0.9,1.2,2.1,-1.3,0.4,-0.9,0.3
Caris LeVert,16.1,0.514,29.5,0.1,1.4,1.5,0.6,-0.9,-0.3,0.5
Damian Lillard,26.9,0.627,30.3,10.9,0.7,11.6,8.3,-0.9,7.5,5.9
Nassir Little,9.6,0.505,13.7,0.3,0.3,0.6,-2.9,-0.6,-3.5,-0.2
Kevon Looney,9.4,0.403,15.7,-0.2,0.2,0,-4.8,-0.8,-5.6,-0.2
Brook Lopez,15,0.551,18.3,1.4,4.1,5.5,-0.4,2.5,2,1.9
Robin Lopez,10.2,0.554,16.6,-0.1,1.6,1.5,-3,0.4,-2.6,-0.2
Kevin Love,17.9,0.599,23.1,2.5,1.3,3.8,2.6,-0.5,2,1.8
Kyle Lowry,17.7,0.59,23.1,4.2,3.3,7.5,2.2,1,3.2,2.8
Timothé Luwawu-Cabarrot,11,0.599,16.8,0.9,0.7,1.7,-1.8,-0.5,-2.2,-0.1
Trey Lyles,12.6,0.557,13.6,1.2,1,2.2,-0.5,-0.7,-1.2,0.3
Daryl Macon,-3.1,0.5,15.7,0,0,0,-7.3,-4.8,-12,0
J.P. Macura,0,,0,0,0,0,-5.2,-1.2,-6.4,0
Josh Magette,5.1,0.378,23.7,-0.2,0.1,-0.1,-7.9,1.6,-6.2,0
Ian Mahinmi,14.2,0.545,15.7,0.7,0.7,1.4,-2.8,0,-2.7,-0.2
Thon Maker,13.7,0.582,16.1,0.7,0.8,1.5,-2.1,0.7,-1.4,0.1
Terance Mann,10.6,0.545,12.6,0.4,0.4,0.8,-2.7,1.2,-1.5,0
Boban Marjanović,25.7,0.612,26.9,1.2,0.6,1.8,2.8,-1.6,1.2,0.3
Lauri Markkanen,14.3,0.56,21.1,1,1.6,2.6,0.2,-0.8,-0.6,0.5
Caleb Martin,12,0.595,15,0.3,0.2,0.5,-1.6,0.6,-1,0.1
Cody Martin,10.5,0.505,13.6,0.2,0.8,1,-3.1,1,-2.1,0
Jeremiah Martin,21.8,0.541,26.7,0.2,0.1,0.4,1.5,1.7,3.2,0.1
Kelan Martin,9.2,0.506,17.8,-0.1,0.3,0.2,-3.3,-1,-4.3,-0.3
Frank Mason III,16.9,0.53,24.3,0.1,0.2,0.4,-0.6,0.6,0,0.1
Garrison Mathews,13.1,0.691,14.5,0.6,0.1,0.6,-0.6,-0.5,-1.1,0.1
Wesley Matthews,8.1,0.547,12.5,0.8,2.4,3.2,-2.6,0.7,-1.8,0.1
Luc Mbah a Moute,6.4,0.425,11.4,0,0,0,-5.2,-2.2,-7.4,0
Patrick McCaw,7.3,0.5,9.4,0.2,1.2,1.4,-3.6,1.8,-1.8,0
CJ McCollum,17,0.541,25.9,3.5,0.6,4.1,2.3,-1.8,0.5,1.6
T.J. McConnell,16.5,0.54,17.5,1.7,1.7,3.3,0.1,0.4,0.5,0.8
Jalen McDaniels,10.7,0.574,13.3,0.2,0.2,0.5,-3.4,0.1,-3.3,-0.1
Doug McDermott,14.4,0.62,19.6,2.3,1.1,3.3,1.4,-1.3,0,0.7
JaVale McGee,19.4,0.652,14.8,2.2,2.4,4.7,-0.6,2.1,1.5,1
Rodney McGruder,6.7,0.477,10.6,-0.1,1.1,1,-3.7,0.8,-3,-0.2
Alfonzo McKinnie,8.7,0.493,15.2,-0.2,0.3,0.2,-4.4,-0.9,-5.3,-0.5
Jordan McLaughlin,16.3,0.587,15.8,1.1,0.4,1.6,0.3,0,0.3,0.3
Ben McLemore,11.8,0.622,16,2.2,1.1,3.3,0.1,-0.6,-0.5,0.6
Jordan McRae,14.2,0.515,24.4,0.4,0.4,0.7,0,-1.5,-1.5,0.1
Nicolò Melli,11.4,0.556,15.7,0.9,0.9,1.8,-1.5,0.2,-1.3,0.2
De'Anthony Melton,13.5,0.501,19.2,0.1,1.7,1.7,-2.2,2,-0.2,0.5
Chimezie Metu,22.2,0.608,23.7,0.2,0.1,0.3,1.7,-0.1,1.7,0.1
Khris Middleton,21.1,0.619,26.4,4.6,3.3,7.9,3.4,0.7,4.1,2.9
Eric Mika,13.9,0.773,8.9,0.1,0,0.1,-1.9,-1.5,-3.4,0
C.J. Miles,11.1,0.472,18.6,0,0.1,0.1,-1.7,0,-1.7,0
Malcolm Miller,6.7,0.538,9.6,0.1,0.2,0.3,-3.5,1.2,-2.3,0
Patty Mills,14.8,0.592,20.4,2.3,0.5,2.8,1.2,-1.2,0,0.8
Paul Millsap,16.9,0.591,20,2.1,1.4,3.5,0.3,-0.2,0.1,0.7
Shake Milton,14.4,0.617,18.9,1.4,0.7,2.1,0,-1,-1,0.2
Donovan Mitchell,18.8,0.558,30.8,3.2,2.2,5.4,2.4,-0.6,1.9,2.3
Naz Mitrou-Long,7.8,0.412,18.7,-0.1,0.1,0,-3.5,2.1,-1.4,0
Adam Mokoka,8.2,0.538,12.1,0.1,0.1,0.2,-2.9,-1.2,-4.1,-0.1
Malik Monk,12.6,0.53,22.9,0.1,0.6,0.7,-1.1,-1.3,-2.3,-0.1
Matt Mooney,8.1,0.25,9,0,0,0,-5.3,5,-0.4,0
E'Twaun Moore,11.3,0.51,19.9,0.3,0.7,0.9,-1.9,-0.8,-2.7,-0.2
Ja Morant,17.4,0.556,25.9,2.3,1.5,3.8,1.4,-1.2,0.3,1.2
Juwan Morgan,10.1,0.648,11,0.2,0.1,0.3,-2.9,-0.3,-3.2,0
Marcus Morris,14.3,0.57,21.9,2.1,1.5,3.6,0.6,-0.7,-0.1,0.9
Markieff Morris,12.5,0.565,20.9,0.5,1,1.4,-1.1,-0.9,-2,0
Monte Morris,14.9,0.545,17.5,2.7,1.1,3.8,0.4,-0.5,-0.2,0.7
Johnathan Motley,28.5,0.774,23.5,0.2,0.1,0.3,4.8,3.3,8.1,0.1
Emmanuel Mudiay,13,0.543,22.6,0.1,0.9,1,-1.8,-0.1,-1.9,0
Mychal Mulder,7.8,0.533,16.2,0,0,0.1,-3.2,-2.9,-6,-0.2
Dejounte Murray,16.2,0.524,20.8,0.7,2,2.6,-0.9,1.3,0.4,1
Jamal Murray,17.7,0.559,25.2,2.8,1.5,4.3,2,-0.8,1.2,1.5
Džanan Musa,9.4,0.484,20.1,-0.3,0.5,0.2,-3.5,-0.9,-4.4,-0.3
Mike Muscala,12.5,0.569,16.6,0.7,0.6,1.3,0.1,-0.2,-0.1,0.3
Svi Mykhailiuk,11.2,0.578,17.1,1,0.6,1.6,-0.7,-1.2,-1.9,0
Abdel Nader,11.3,0.591,17,0.5,0.9,1.3,-1.2,0.2,-1,0.2
Larry Nance Jr.,17.3,0.608,15.2,2.8,1.1,3.9,1.4,0.4,1.7,1.4
Shabazz Napier,13.8,0.552,20,0.8,0.9,1.7,-0.7,-0.4,-1.1,0.3
Raul Neto,12.7,0.567,18.7,0.5,0.6,1.2,-1.2,-0.6,-1.8,0
Nerlens Noel,20.4,0.711,14.9,2.6,2.3,4.9,-0.3,3.4,3.1,1.5
Zach Norvell,2.6,0.402,16.1,-0.1,0,-0.1,-7.1,-1.2,-8.4,-0.1
Jaylen Nowell,10.5,0.471,17.3,0.1,0,0.2,-2.9,-0.8,-3.8,-0.1
Frank Ntilikina,9.8,0.497,15.4,0.1,0.8,0.9,-3.6,0.4,-3.2,-0.4
Kendrick Nunn,12.9,0.534,24.1,0.4,1.6,2,-1,-1.3,-2.3,-0.1
Jusuf Nurkić,22.6,0.567,24,0.5,0.3,0.9,1,1,2,0.2
David Nwaba,14,0.627,14.2,0.4,0.4,0.8,-1,2,1.1,0.2
Royce O'Neale,9.5,0.578,9.6,1.8,2.5,4.3,-1.3,2.2,0.9,1.5
Kyle O'Quinn,18.6,0.544,15.7,0.5,0.6,1.1,0.3,2.7,3,0.4
Semi Ojeleye,7.7,0.562,9.7,0.8,1,1.9,-2.1,0.4,-1.7,0.1
Jahlil Okafor,18.3,0.642,19.9,0.9,0.4,1.3,-0.5,0.3,-0.2,0.2
Elie Okobo,10.6,0.516,14.8,0.5,0.5,1,-1.9,0,-1.9,0
Josh Okogie,11.5,0.553,15.1,0.9,1.2,2.2,-2.4,0,-2.4,-0.2
KZ Okpala,13.7,0.595,11.7,0,0,0.1,-1.3,3.7,2.4,0
Victor Oladipo,11.3,0.506,26.5,-0.6,0.6,0,-2.2,-1.1,-3.3,-0.2
Kelly Olynyk,14.6,0.621,17.4,1.9,1.8,3.7,0,1,1,1
Miye Oni,9.7,0.512,15.3,0,0.1,0.1,-3.1,-1.1,-4.3,-0.1
Cedi Osman,10.7,0.552,16.6,1,0.6,1.6,-1.7,-0.9,-2.6,-0.3
Kelly Oubre Jr.,14.9,0.56,22.4,1.7,2.1,3.8,-0.3,-0.3,-0.5,0.7
Tariq Owens,8.4,0.34,16.7,0,0,0,-3.1,-2.7,-5.8,0
Jeremy Pargo,12.6,0.557,25.7,0,0,0,-2.8,-3.1,-5.9,0
Jabari Parker,18,0.571,24,0.8,0.8,1.6,0.6,-0.3,0.3,0.5
Chandler Parsons,5.6,0.389,16.1,-0.1,0,-0.1,-4.4,-1.6,-6,-0.1
Eric Paschall,14.5,0.571,21.4,1.6,0.5,2.1,-0.7,-2,-2.7,-0.3
Anžejs Pasečņiks,11.3,0.551,15.8,0.3,0.2,0.5,-4.1,-1.5,-5.6,-0.4
Patrick Patterson,11.5,0.58,14.7,1.1,0.8,1.9,0.8,-0.5,0.3,0.5
Justin Patton,4.7,0.45,22,-0.1,0,0,-6.8,-3.3,-10.1,0
Chris Paul,21.7,0.61,23.3,5.9,3,8.9,3,1.4,4.4,3.5
Cameron Payne,15.7,0.612,19.1,0.3,0.2,0.5,0.7,1,1.7,0.2
Elfrid Payton,16,0.47,19.5,0.5,1.2,1.7,-0.4,0.4,0,0.6
Gary Payton II,11.3,0.473,13.4,0,0.4,0.5,-3.1,1.5,-1.6,0
Norvel Pelle,10.5,0.526,13.4,-0.2,0.5,0.3,-7.8,2.6,-5.2,-0.2
Theo Pinson,5.2,0.37,22.3,-1,0.4,-0.6,-6.8,-0.2,-7,-0.5
Mason Plumlee,18.8,0.613,18,2,1.4,3.4,0.3,1.7,2,1.1
Jakob Poeltl,19.1,0.612,13.2,2.4,1.6,4,0.5,2,2.5,1.3
Vincent Poirier,12.7,0.525,15.4,0.1,0.2,0.3,-4.8,1,-3.8,-0.1
Shamorie Ponds,33.1,0.765,22.8,0.1,0,0.1,8.4,5.3,13.7,0
Jordan Poole,7.2,0.454,21.1,-1.6,0.4,-1.2,-4.4,-2.2,-6.6,-1.5
Kevin Porter Jr.,10.8,0.535,20.5,-0.3,0.6,0.3,-3.2,-0.6,-3.8,-0.5
Michael Porter Jr.,19.8,0.617,22.3,1.8,1.1,2.9,2.4,-0.8,1.5,0.8
Otto Porter Jr.,15.8,0.55,21,0.4,0.4,0.8,0.8,0.2,1,0.3
Bobby Portis,14.6,0.53,21.4,0.9,1,1.9,0,-1.1,-1.1,0.3
Kristaps Porziņģis,20.2,0.551,27,2.6,2.6,5.2,1.8,0.1,1.9,1.8
Dwight Powell,15.9,0.677,12.6,2.6,1,3.6,0.4,0.9,1.3,0.9
Norman Powell,16.8,0.624,21.5,2.3,2.3,4.6,1.2,0.8,2,1.5
Taurean Prince,9.1,0.497,20.4,-1.7,2.3,0.6,-2.8,-0.1,-2.9,-0.4
Chasson Randle,6.7,0.377,7.1,0,0,0,-6,0.2,-5.9,0
Julius Randle,17.5,0.538,27.6,0.9,1.8,2.7,0.7,-1,-0.3,0.9
Josh Reaves,5.8,0.405,15.1,0,0,0,-5.3,-4,-9.4,-0.1
Cam Reddish,9,0.5,18.9,-1.2,0.8,-0.4,-3.3,-1,-4.2,-0.9
J.J. Redick,15.4,0.644,20.4,3.6,0.6,4.1,2.3,-1.7,0.7,1.1
Naz Reid,15.3,0.505,24,0.2,0.6,0.8,-1.6,-0.3,-1.9,0
Josh Richardson,12,0.533,20.6,0.5,1.7,2.1,-1.4,-0.4,-1.8,0.1
Austin Rivers,10.4,0.542,15.6,1.2,1.2,2.4,-2.1,-0.4,-2.5,-0.2
Andre Roberson,5.4,0.335,16.1,-0.1,0.1,0,-5.2,-0.2,-5.4,-0.1
Duncan Robinson,13.1,0.684,16,3.7,1.6,5.3,1.5,-1,0.5,1.3
Glenn Robinson III,13.3,0.577,16.4,2,0.9,2.9,-0.5,-1.2,-1.7,0.1
Jerome Robinson,7.4,0.476,16.4,-0.6,0.8,0.2,-3.8,-0.2,-3.9,-0.5
Justin Robinson,8.2,0.542,12.7,0,0,0,-2.6,-3.1,-5.7,0
Mitchell Robinson,23.5,0.726,13.3,4.8,2,6.8,1.6,1.4,2.9,1.8
Isaiah Roby,-7.7,0,8,-0.1,0,0,-12,-3.4,-15.4,0
Rajon Rondo,12.4,0.494,18.7,0.1,1.3,1.4,-1.2,-0.1,-1.4,0.2
Derrick Rose,21,0.555,31.6,1.8,0.7,2.5,3.9,-1.7,2.2,1.4
Terrence Ross,14,0.548,22.8,1.1,2,3,-0.1,-0.3,-0.4,0.8
Terry Rozier,14.8,0.553,23.7,1.9,1.1,3,0.8,-1.2,-0.4,0.8
Ricky Rubio,16.5,0.535,20.4,2.9,2,4.9,0.7,0.2,1,1.5
D'Angelo Russell,18.7,0.556,31.5,1.1,0.7,1.8,3.8,-1.9,1.9,1.4
Domantas Sabonis,20.7,0.586,23.3,4.1,3.4,7.5,2,1.2,3.2,2.9
Luka Šamanić,8.8,0.45,17.8,0,0,0,-2.4,-1.7,-4.1,0
JaKarr Sampson,12.6,0.615,13.2,0.6,0.7,1.2,-2.8,1.4,-1.4,0.1
Dario Šarić,14.2,0.592,17.8,2.1,1.5,3.6,-0.1,-0.3,-0.4,0.7
Tomáš Satoranský,13.5,0.533,16.7,1.8,1.7,3.5,-1.1,-0.2,-1.2,0.4
Admiral Schofield,6.1,0.502,11.9,0.1,0.1,0.1,-4.3,-1.2,-5.5,-0.3
Dennis Schröder,16.7,0.575,27.2,1.9,1.8,3.6,1.1,-1.1,-0.1,1
Mike Scott,11.2,0.557,14,1.4,1.1,2.5,-0.7,-1.1,-1.8,0.1
Thabo Sefolosha,9.4,0.487,10.4,0,0.6,0.7,-2.9,1.7,-1.2,0.1
Collin Sexton,16.3,0.56,27.2,2.1,0.4,2.5,0.3,-2.1,-1.8,0.1
Landry Shamet,8.5,0.58,13.4,1.5,1.1,2.6,-1.8,-0.3,-2.1,0
Marial Shayok,1.4,0.4,25.8,-0.1,0,-0.1,-9.3,-3.7,-13,-0.1
Iman Shumpert,5.3,0.403,13.4,-0.3,0.3,0,-6.2,0.7,-5.5,-0.2
Pascal Siakam,17.9,0.554,28.1,1.8,3.6,5.4,1.3,0.5,1.8,2
Chris Silva,17.3,0.651,17.1,0.7,0.5,1.3,-3.1,0.8,-2.3,0
Ben Simmons,20.4,0.602,20.9,3.8,3.1,6.9,1.3,2.3,3.6,2.8
Anfernee Simons,9,0.502,18.7,0,0.1,0.2,-2.6,-1.9,-4.5,-0.9
Alen Smailagić,14.5,0.61,18.2,0.2,0.1,0.2,-1.5,-0.7,-2.2,0
Marcus Smart,13.8,0.518,18.9,1.7,2.8,4.5,0,1.4,1.4,1.6
Dennis Smith Jr.,7.4,0.399,23.1,-1.4,0.5,-0.9,-5.2,-0.9,-6.1,-0.6
Ish Smith,13.9,0.509,19.1,1.3,0.6,1.9,-0.3,-1,-1.3,0.3
J.R. Smith,0,0.372,14.3,-0.2,0.1,-0.1,-7.8,-2,-9.8,-0.2
Zhaire Smith,1.1,0.313,19.9,-0.1,0.1,-0.1,-10.2,0.4,-9.8,-0.1
Tony Snell,9.7,0.598,11.4,2.1,0.5,2.6,-1.2,-0.6,-1.8,0.1
Omari Spellman,14.4,0.551,18.8,0.5,0.7,1.2,-0.8,-1,-1.8,0.1
Jayson Tatum,20.4,0.567,28.6,3.2,3.7,6.9,3.5,0.6,4,3.4
P.J. Tucker,8.3,0.559,8.7,1.6,2.4,4,-2.4,0.6,-1.9,0.1
Myles Turner,14.8,0.566,17.9,1.1,3.1,4.2,-1,1.1,0.1,1
Jonas Valančiūnas,22.2,0.631,21.5,4.2,2.8,7,2.1,0.2,2.4,2
Jarred Vanderbilt,7.6,0.676,14.9,-0.1,0.1,0,-6.8,0.5,-6.3,-0.1
Fred VanVleet,16.3,0.553,21.7,2.8,3.1,5.8,1.3,1.4,2.7,2.3
Gabe Vincent,1.2,0.297,20.2,-0.3,0.1,-0.2,-8.5,-1.9,-10.4,-0.2
Nikola Vučević,21.9,0.549,25.8,3.5,2.9,6.4,3.7,0.5,4.2,3.1
Russell Westbrook,21,0.536,34.4,1.7,2.5,4.2,1.6,-0.1,1.5,1.8
Coby White,11.9,0.506,24.4,-0.5,1.4,0.9,-1.3,-1.6,-2.9,-0.4
Andrew Wiggins,16.4,0.536,27.4,0.8,1.1,1.9,1.1,-1.4,-0.3,0.8
Zion Williamson,24.1,0.616,30.5,1.5,0.4,2,3.5,-1.4,2.1,0.7
Ivica Zubac,21.7,0.651,16.4,4.4,2.3,6.6,1.9,0.9,2.8,1.6